Project Code,Country,Vendor,Manufacturing Site,Shipment Mode,Product Group,Sub Classification,Brand,Scheduled Delivery Date,Delivered to Client Date,PO Sent to Vendor Date,Weight,Freight Cost,Shipment Value,Insurance,Delivery Delay,Shipping Duration,Delivery Status,Shipment Year,Shipment Month,Shipment Quarter
116-ZA-T30,South Africa,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Ocean,ARV,Adult,Generic,2011-10-05,2011-10-05,2011-04-01,12.0,160.52,1791.6,2.96,0,187.0,On-Time,2011,October,2011Q4
105-SS-T30,South Sudan,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test - Ancillary,Determine,2015-06-03,2015-06-03,2015-02-20,,,800.0,0.94,0,103.0,On-Time,2015,June,2015Q2
105-GY-T30,Guyana,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2013-07-17,2013-07-17,2013-05-21,7.0,130.0,725.0,0.9,0,57.0,On-Time,2013,July,2013Q3
106-HT-T30,Haiti,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"MSD, Haarlem, NL",Air,ARV,Adult,Crixivan,2012-02-13,2012-02-13,2011-05-30,7.0,290.0,1400.0,2.31,0,259.0,On-Time,2012,February,2012Q1
114-UG-T30,Uganda,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2014-07-30,2014-07-30,2014-05-20,740.0,5718.39,74028.0,76.1,0,71.0,On-Time,2014,July,2014Q3
106-HT-T30,Haiti,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Ocean,ARV,Adult,Generic,2014-05-09,2014-05-09,2013-10-25,5986.0,2549.52,415800.0,514.34,0,196.0,On-Time,2014,May,2014Q2
151-NG-T30,Nigeria,EMCURE PHARMACEUTICALS LTD,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Air,ARV,Adult,Generic,2015-06-02,2015-06-02,2014-08-29,1400.0,11732.9,192906.0,198.31,0,277.0,On-Time,2015,June,2015Q2
101-CD-T30,"Congo, DRC","Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test - Ancillary,Determine,2014-08-11,2014-08-11,2014-05-20,,,17190.0,17.67,0,83.0,On-Time,2014,August,2014Q3
161-ZA-T30,South Africa,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-07-27,2010-07-27,2010-03-19,5437.0,9205.05,246821.9,532.15,0,130.0,On-Time,2010,July,2010Q3
117-ET-T30,Ethiopia,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2015-04-27,2015-04-27,2015-03-17,112.0,1414.69,11700.0,13.77,0,41.0,On-Time,2015,April,2015Q2
116-ZA-T30,South Africa,PHARMACY DIRECT,Roche Madrid,Truck,ARV,Adult,Invirase,2015-07-24,2015-07-24,2014-10-09,,,1611.22,1.66,0,288.0,On-Time,2015,July,2015Q3
133-NG-T30,Nigeria,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-01-09,2013-01-09,2012-10-16,1186.0,24927.19,244216.0,342.39,0,85.0,On-Time,2013,January,2013Q1
101-CD-T30,"Congo, DRC","Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2014-09-05,2014-09-05,2014-05-20,,,1024.0,1.05,0,108.0,On-Time,2014,September,2014Q3
108-VN-T30,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2013-10-03,2013-10-03,2013-08-19,826.0,3315.82,208855.88,258.35,0,45.0,On-Time,2013,October,2013Q4
105-GH-T30,Ghana,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Pediatric,Generic,2015-04-10,2015-04-10,2014-09-25,437.0,4659.75,35838.35,36.84,0,197.0,On-Time,2015,April,2015Q2
105-SS-T30,South Sudan,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2013-06-29,2013-06-29,2013-02-22,40.0,1412.9,4000.0,4.95,0,127.0,On-Time,2013,June,2013Q2
133-NG-T30,Nigeria,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-12-23,2013-12-10,2013-11-01,3787.0,61637.1,830370.0,1027.17,-13,39.0,On-Time,2013,December,2013Q4
106-HT-T30,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2014-01-24,2014-01-24,2013-10-25,,,78100.0,96.61,0,91.0,On-Time,2014,January,2014Q1
107-RW-T30,Rwanda,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Pediatric,Generic,2012-02-02,2012-02-02,2011-11-11,150.0,2682.48,10061.55,16.6,0,83.0,On-Time,2012,February,2012Q1
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2015-09-07,2015-09-07,2015-05-13,,,6480.0,7.63,0,117.0,On-Time,2015,September,2015Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,GSK Crawley,Truck,ARV,Pediatric,Retrovir,2010-05-31,2010-05-31,2010-04-21,,,544.11,1.17,0,40.0,On-Time,2010,May,2010Q2
106-HT-T30,Haiti,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-04-08,2010-04-08,2009-11-19,183.0,2418.62,27750.0,59.83,0,140.0,On-Time,2010,April,2010Q2
133-NG-T30,Nigeria,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-11-07,2013-11-11,2013-07-10,1249.0,20705.23,273764.0,338.65,4,124.0,Delayed,2013,November,2013Q4
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2014-09-16,2014-09-23,2014-04-30,1955.0,6194.69,147168.0,151.29,7,146.0,Delayed,2014,September,2014Q3
103-ZW-T30,Zimbabwe,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Pediatric,Generic,2015-04-22,2015-04-22,2014-10-30,,,85072.68,100.13,0,174.0,On-Time,2015,April,2015Q2
127-KE-T30,Kenya,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2011-08-18,2011-08-18,2011-05-18,129.0,2039.73,12320.0,20.33,0,92.0,On-Time,2011,August,2011Q3
105-GY-T30,Guyana,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2014-03-03,2014-03-03,2013-10-30,53.0,926.13,1398.86,1.44,0,124.0,On-Time,2014,March,2014Q1
105-GY-T30,Guyana,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-07-29,2013-07-29,2013-06-04,2.0,5110.28,65500.0,81.02,0,55.0,On-Time,2013,July,2013Q3
144-BW-T30,Botswana,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2010-03-01,2010-03-01,2009-03-25,48.0,1681.44,7000.0,13.72,0,341.0,On-Time,2010,March,2010Q1
101-CD-T30,"Congo, DRC","Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2014-11-04,2014-11-04,2014-08-27,,,2336.0,2.4,0,69.0,On-Time,2014,November,2014Q4
161-ZA-T30,South Africa,CIPLA LIMITED,"Cipla, Goa, India",Ocean,ARV,Pediatric,Generic,2011-12-07,2011-12-06,2011-03-28,,,82482.4,136.1,-1,253.0,On-Time,2011,December,2011Q4
105-DO-T30,Dominican Republic,"Standard Diagnostics, Inc.","Standard Diagnostics, Korea",Air,HRDT,HIV test - Ancillary,Bioline,2011-09-12,2011-09-12,2011-08-03,,,147.6,0.24,0,40.0,On-Time,2011,September,2011Q3
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2013-04-03,2013-04-03,2012-11-07,,,81361.0,100.64,0,147.0,On-Time,2013,April,2013Q2
109-TZ-T30,Tanzania,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2009-11-17,2009-11-17,2009-09-03,234.0,3163.87,21440.0,42.02,0,75.0,On-Time,2009,November,2009Q4
113-ZW-T30,Zimbabwe,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2011-12-22,2011-12-22,2011-09-21,885.0,17806.34,144000.0,237.6,0,92.0,On-Time,2011,December,2011Q4
107-RW-T30,Rwanda,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2011-09-04,2011-09-04,2011-07-20,1703.0,25501.1,582750.0,961.54,0,46.0,On-Time,2011,September,2011Q3
117-ET-T30,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2014-07-29,2014-07-29,2014-06-23,5020.0,78813.53,184411.5,189.58,0,36.0,On-Time,2014,July,2014Q3
102-MW-T30,Malawi,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2013-10-15,2013-10-15,2013-09-04,5.0,572.55,480.0,0.59,0,41.0,On-Time,2013,October,2013Q4
106-HT-T30,Haiti,BRISTOL-MYERS SQUIBB,Bristol-Myers Squibb Anagni IT,Air,ARV,Adult,Videx EC,2011-03-30,2011-03-30,2010-11-02,12.0,450.0,4401.6,7.26,0,148.0,On-Time,2011,March,2011Q1
133-NG-T30,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2011-08-31,2011-08-31,2011-05-23,1201.0,28669.23,224280.0,370.06,0,100.0,On-Time,2011,August,2011Q3
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2015-03-31,2015-03-31,2014-12-08,,,28400.0,29.2,0,113.0,On-Time,2015,March,2015Q1
901-CM-T30,Cameroon,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2013-10-18,2013-10-18,2013-08-23,4093.0,34441.93,261704.7,323.73,0,56.0,On-Time,2013,October,2013Q4
116-ZA-T30,South Africa,S. BUYS WHOLESALER,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2014-08-29,2014-08-29,2014-08-29,,,7639.77,9.45,0,0.0,On-Time,2014,August,2014Q3
117-ET-T30,Ethiopia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2012-08-28,2012-08-28,2012-01-23,60.0,911.32,5344.0,7.49,0,218.0,On-Time,2012,August,2012Q3
133-NG-T30,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2010-05-05,2010-05-15,2010-02-05,842.0,14829.77,140000.0,301.84,10,99.0,Delayed,2010,May,2010Q2
116-ZA-T30,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2014-08-13,2014-08-13,2014-08-13,,,46.9,0.06,0,0.0,On-Time,2014,August,2014Q3
109-TZ-T30,Tanzania,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2013-12-27,2013-12-27,2013-08-27,7696.0,33442.63,431235.9,533.44,0,122.0,On-Time,2013,December,2013Q4
106-HT-T30,Haiti,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2013-03-11,2013-03-11,2013-02-05,19.0,971.7,4800.0,5.94,0,34.0,On-Time,2013,March,2013Q1
161-ZA-T30,South Africa,EMCURE PHARMACEUTICALS LTD,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Ocean,ARV,Adult,Generic,2011-12-01,2011-12-01,2011-03-23,7556.0,9582.53,413763.2,682.71,0,253.0,On-Time,2011,December,2011Q4
116-ZA-T30,South Africa,PHARMACY DIRECT,"MSD, Haarlem, NL",Truck,ARV,Adult,Isentress,2015-07-24,2015-07-24,2014-10-09,,,2301.31,2.37,0,288.0,On-Time,2015,July,2015Q3
117-ET-T30,Ethiopia,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2011-02-14,2011-02-14,2010-04-29,,,15000.0,32.34,0,291.0,On-Time,2011,February,2011Q1
116-ZA-T30,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2009-12-29,2009-12-29,2009-12-23,,,6676.17,14.39,0,6.0,On-Time,2009,December,2009Q4
103-ZW-T30,Zimbabwe,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2013-04-25,2013-04-25,2012-07-18,1374.0,9299.26,46230.0,64.81,0,281.0,On-Time,2013,April,2013Q2
110-ZM-T30,Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2013-07-24,2013-07-24,2013-05-22,2262.0,27038.58,220800.0,273.13,0,63.0,On-Time,2013,July,2013Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,ABBVIE Ludwigshafen Germany,Truck,ARV,Pediatric,Generic,2013-04-16,2013-04-16,,,,281.2,0.35,0,,On-Time,2013,April,2013Q2
133-NG-T30,Nigeria,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-09-18,2013-09-18,2013-07-10,1228.0,13325.65,272963.0,337.66,0,70.0,On-Time,2013,September,2013Q3
102-BI-T30,Burundi,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2014-03-24,2014-03-24,2014-02-03,37.0,946.77,9522.0,9.79,0,49.0,On-Time,2014,March,2014Q1
116-ZA-T30,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2014-08-29,2014-08-29,2014-08-29,,,4623.54,5.72,0,0.0,On-Time,2014,August,2014Q3
104-CI-T30,C̫te d'Ivoire,"Standard Diagnostics, Inc.","Standard Diagnostics, Korea",Air,HRDT,HIV test,Bioline,2014-02-11,2014-02-11,2013-11-21,1281.0,13222.33,75850.0,77.97,0,82.0,On-Time,2014,February,2014Q1
108-VN-T30,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Norvir,2012-10-27,2012-10-27,2012-06-15,34.0,404.78,7582.76,10.63,0,134.0,On-Time,2012,October,2012Q4
161-ZA-T30,South Africa,GLAXOSMITHKLINE EXPORT LIMITED,GSK Mississauga (Canada),Ocean,ARV,Pediatric,Ziagen,2012-01-09,2012-01-09,2011-03-30,3853.0,4228.61,92800.0,153.12,0,285.0,On-Time,2012,January,2012Q1
116-ZA-T30,South Africa,PHARMACY DIRECT,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2014-10-03,2014-10-03,2014-10-03,,,822.19,0.85,0,0.0,On-Time,2014,October,2014Q4
161-ZA-T30,South Africa,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Ocean,ARV,Adult,Generic,2011-10-10,2011-10-25,2011-03-24,6.0,9951.38,315.7,0.52,15,215.0,Delayed,2011,October,2011Q4
109-TZ-T30,Tanzania,"Standard Diagnostics, Inc.","Alere Medical Co., Ltd.",Air,HRDT,HIV test,Determine,2013-09-17,2013-09-16,2013-05-29,1249.0,20906.77,0.0,0.0,-1,110.0,On-Time,2013,September,2013Q3
106-HT-T30,Haiti,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2010-02-24,2010-02-24,2009-11-24,,,2417.28,5.21,0,92.0,On-Time,2010,February,2010Q1
109-TZ-T30,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2010-07-28,2010-07-28,2010-03-12,2020.0,9169.63,325693.12,702.19,0,138.0,On-Time,2010,July,2010Q3
108-VN-T30,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-04-01,2010-04-01,2010-01-12,,,21420.0,46.18,0,79.0,On-Time,2010,April,2010Q2
144-BW-T30,Botswana,Orasure Technologies Inc.,"Orasure Technologies, Inc USA",Air,HRDT,HIV test - Ancillary,OraQuick,2010-03-01,2010-03-01,2009-09-30,6.0,402.42,250.0,0.49,0,152.0,On-Time,2010,March,2010Q1
111-MZ-T30,Mozambique,"Orgenics, Ltd","Alere Medical Co., Ltd.",Air,HRDT,HIV test - Ancillary,Determine,2012-12-25,2012-12-25,2012-10-10,,,405.0,0.57,0,76.0,On-Time,2012,December,2012Q4
109-TZ-T30,Tanzania,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-08-07,2010-08-07,2010-06-24,3396.0,16416.58,74880.0,161.44,0,44.0,On-Time,2010,August,2010Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2009-12-29,2009-12-29,2009-12-23,,,2433.47,5.25,0,6.0,On-Time,2009,December,2009Q4
117-ET-T30,Ethiopia,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2012-03-27,2012-03-27,2012-01-23,15.0,529.4,1276.0,1.79,0,64.0,On-Time,2012,March,2012Q1
116-ZA-T30,South Africa,PHARMACY DIRECT,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2014-08-26,2014-08-26,2014-08-26,,,88.27,0.09,0,0.0,On-Time,2014,August,2014Q3
119-NA-T30,Namibia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2009-08-31,2009-08-31,2009-07-25,265.0,2906.31,24000.0,47.04,0,37.0,On-Time,2009,August,2009Q3
109-TZ-T30,Tanzania,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2014-06-24,2014-06-24,2014-03-07,2069.0,9716.76,221800.0,228.01,0,109.0,On-Time,2014,June,2014Q2
105-GY-T30,Guyana,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2012-09-18,2012-09-18,2012-07-26,5.0,296.52,551.0,0.77,0,54.0,On-Time,2012,September,2012Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2014-02-06,2014-02-06,2013-12-02,,,54302.12,67.17,0,66.0,On-Time,2014,February,2014Q1
104-CI-T30,C̫te d'Ivoire,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2011-12-22,2011-12-22,2011-11-18,7025.0,46002.44,862960.0,1423.88,0,34.0,On-Time,2011,December,2011Q4
900-UG-T30,Uganda,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2012-07-27,2012-07-27,2012-06-12,,,481107.6,674.51,0,45.0,On-Time,2012,July,2012Q3
106-HT-T30,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2011-12-22,2011-12-22,2011-11-01,647.0,4877.34,77550.0,108.73,0,51.0,On-Time,2011,December,2011Q4
161-ZA-T30,South Africa,CIPLA LIMITED,"Cipla, Goa, India",Ocean,ARV,Pediatric,Generic,2012-01-27,2012-01-27,2011-03-28,18417.0,11534.48,103000.0,169.95,0,305.0,On-Time,2012,January,2012Q1
109-TZ-T30,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Adult,Norvir,2009-09-09,2009-09-09,2009-06-23,325.0,2278.11,6137.6,12.03,0,78.0,On-Time,2009,September,2009Q3
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2014-04-23,2014-04-23,2013-10-10,,,42068.16,52.04,0,195.0,On-Time,2014,April,2014Q2
107-RW-T30,Rwanda,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2012-07-20,2012-07-20,2012-06-12,3204.0,19625.64,130361.4,182.77,0,38.0,On-Time,2012,July,2012Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2014-08-29,2014-08-29,2014-08-29,,,6746.05,8.34,0,0.0,On-Time,2014,August,2014Q3
116-ZA-T30,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2014-08-29,2014-08-29,2014-08-29,,,515.11,0.64,0,0.0,On-Time,2014,August,2014Q3
133-NG-T30,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2011-05-25,2011-05-25,2011-03-02,482.0,3060.82,41992.0,69.29,0,84.0,On-Time,2011,May,2011Q2
116-ZA-T30,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2014-08-27,2014-08-27,2014-08-27,,,2983.26,3.69,0,0.0,On-Time,2014,August,2014Q3
106-HT-T30,Haiti,REINBOLD EXPORT IMPORT,Inverness Japan,Air,HRDT,HIV test,Determine,2011-07-25,2011-07-25,2011-04-29,,,164680.0,271.72,0,87.0,On-Time,2011,July,2011Q3
108-VN-T30,Vietnam,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2011-04-13,2011-04-13,2011-02-09,692.0,8494.45,50542.03,83.39,0,63.0,On-Time,2011,April,2011Q2
108-VN-T30,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2012-06-27,2012-06-27,2012-01-25,164.0,742.1,6082.0,8.53,0,154.0,On-Time,2012,June,2012Q2
107-RW-T30,Rwanda,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2014-07-16,2014-07-16,2014-06-02,415.0,4399.65,9739.12,10.01,0,44.0,On-Time,2014,July,2014Q3
161-ZA-T30,South Africa,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-12-13,2010-12-08,2010-06-17,7353.0,4876.34,60039.0,129.44,-5,174.0,On-Time,2010,December,2010Q4
108-VN-T30,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2015-08-12,2015-08-12,2015-03-02,,,304000.0,357.81,0,163.0,On-Time,2015,August,2015Q3
161-ZA-T30,South Africa,GLAXOSMITHKLINE EXPORT LIMITED,GSK Mississauga (Canada),Ocean,ARV,Pediatric,Ziagen,2012-01-09,2012-01-09,2011-03-30,870.0,3755.91,20824.32,34.36,0,285.0,On-Time,2012,January,2012Q1
151-NG-T30,Nigeria,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2014-04-14,2014-04-14,2013-11-04,1548.0,11663.16,140810.76,144.75,0,161.0,On-Time,2014,April,2014Q2
105-GH-T30,Ghana,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2014-10-09,2014-10-09,2014-05-23,4486.0,20394.49,210819.84,216.72,0,139.0,On-Time,2014,October,2014Q4
161-ZA-T30,South Africa,CIPLA LIMITED,"Cipla, Goa, India",Ocean,ARV,Adult,Generic,2011-04-05,2011-05-05,2010-09-21,,,135164.34,291.41,30,226.0,Delayed,2011,April,2011Q2
116-ZA-T30,South Africa,PHARMACY DIRECT,"MSD, Haarlem, NL",Truck,ARV,Adult,Isentress,2015-08-24,2015-08-24,2014-10-09,,,197.26,0.2,0,319.0,On-Time,2015,August,2015Q3
108-VN-T30,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-07-02,2010-07-02,2010-03-29,,,84588.0,182.37,0,95.0,On-Time,2010,July,2010Q3
106-HT-T30,Haiti,EMCURE PHARMACEUTICALS LTD,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Air,ARV,Adult,Generic,2015-03-26,2015-03-26,2014-12-24,133.0,1604.56,18000.0,18.5,0,92.0,On-Time,2015,March,2015Q1
114-UG-T30,Uganda,ASPEN PHARMACARE,"Aspen-OSD, Port Elizabeth, SA",Air,ARV,Adult,Prezista,2010-04-21,2010-04-21,2009-12-02,15.0,845.1,9180.0,17.99,0,140.0,On-Time,2010,April,2010Q2
116-ZA-T30,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) France,Truck,ARV,Pediatric,Norvir,2009-12-29,2009-12-29,2009-12-23,,,46.16,0.1,0,6.0,On-Time,2009,December,2009Q4
104-CI-T30,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2011-07-12,2011-07-12,2011-05-05,1543.0,37173.01,258880.0,427.15,0,68.0,On-Time,2011,July,2011Q3
114-UG-T30,Uganda,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2014-06-26,2014-06-26,2014-05-20,242.0,1899.22,24000.0,24.67,0,37.0,On-Time,2014,June,2014Q2
116-ZA-T30,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Ziagen,2014-02-06,2014-02-06,2013-12-02,,,192.37,0.24,0,66.0,On-Time,2014,February,2014Q1
108-VN-T30,Vietnam,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2015-09-07,2015-09-07,2015-05-13,,,168720.0,198.58,0,117.0,On-Time,2015,September,2015Q3
114-UG-T30,Uganda,ASPEN PHARMACARE,"Aspen-OSD, Port Elizabeth, SA",Air,ARV,Adult,Prezista,2012-05-10,2012-05-10,2012-04-17,14.0,527.0,6660.0,9.34,0,23.0,On-Time,2012,May,2012Q2
108-VN-T30,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-06-05,2012-06-05,2012-01-18,,,4625.6,6.49,0,139.0,On-Time,2012,June,2012Q2
